;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;
; Regions list, generated by Geomod
;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Great_Hogs_Province
	legion: Great_Hogs
	river, empire, light
	5
	6
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 90 vampire 0 dark_elf 0 khemri 0 }
Fortenhaf_Province
	legion: Fortenhaf
	Fortenhaf
	france
	Empire_Rebels
	156 67 234
	river, empire, light
	5
	6
	religions { catholic 0 orthodox 30 islam 0 pagan 0 heretic 10 dwarven 0 chaos 60 vampire 0 dark_elf 0 khemri 0 }
Essen_Province
	legion: Essen
	Essen
	france
	Empire_Rebels
	44 67 234
	river, empire, light
	5
	6
	religions { catholic 0 orthodox 0 islam 80 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 20 dark_elf 0 khemri 0 }
Avila_Province
	legion: Avila
	Avila
	turks
	Ork_Rebels
	135 57 33
	dark
	5
	2
	religions { catholic 0 orthodox 0 islam 100 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Karak_Izor_Province
	legion: Karak_Izor
	Karak_Izor
	poland
	Chaos_Dwarfs_Rebels
	255 93 61
	mountain_province, light
	5
	2
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 90 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Tlax_Province
	legion: Tlax
	Tlax
	turks
	Ork_Rebels
	25 88 44
	dark, web
	5
	2
	religions { catholic 0 orthodox 0 islam 100 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Couronne_Province
	legion: Couronne
	Couronne
	turks
	Ork_Rebels
	185 211 67
	dark
	5
	2
	religions { catholic 0 orthodox 100 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Kings_Glade_Province
	legion: Kings_Glade
	Kings_Glade
	turks
	Ork_Rebels
	46 11 129
	dark
	5
	2
	religions { catholic 0 orthodox 0 islam 100 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Mousillon_Province
	legion: Mousillon
	Mousillon
	turks
	Ork_Rebels
	145 229 53
	dark
	5
	2
	religions { catholic 0 orthodox 0 islam 100 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Gisoreux_Province
	legion: Gisoreux
	Gisoreux
	turks
	Ork_Rebels
	168 124 64
	dark
	5
	2
	religions { catholic 0 orthodox 100 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Crookback_Province
	legion: Crookback
	Crookback
	normans
	Norse_Rebels
	81 255 68
	light
	5
	2
	religions { catholic 0 orthodox 0 islam 0 pagan 40 heretic 30 dwarven 0 chaos 30 vampire 0 dark_elf 0 khemri 0 }
Hoeth_Province
	legion: Hoeth
	Hoeth
	russia
	Rus_Rebels
	0 101 255
	light
	5
	2
	religions { catholic 40 orthodox 50 islam 0 pagan 0 heretic 10 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Crooked_Fang_Province
	legion: Crooked_Fang
	Crooked_Fang
	skaven
	Skaven_Rebels
	255 119 117
	dark
	5
	2
	religions { catholic 100 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Ekrund_Province
	legion: Ekrund
	Ekrund
	skaven
	Skaven_Rebels
	255 25 98
	dark
	5
	2
	religions { catholic 100 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Bloodhorn_Province
	legion: Bloodhorn
	Bloodhorn
	skaven
	Skaven_Rebels
	96 120 255
	dark, river
	5
	2
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 100 vampire 0 dark_elf 0 khemri 0 }
Putrid_Stump_Province
	legion: Putrid_Stump
	Putrid_Stump
	skaven
	Skaven_Rebels
	255 63 108
	dark, river
	5
	2
	religions { catholic 100 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Brionne_Province
	legion: Brionne
	Brionne
	skaven
	Skaven_Rebels
	124 137 255
	dark, river
	5
	2
	religions { catholic 100 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Black_Chasm_Province
	legion: Black_Chasm
	Black_Chasm
	skaven
	Skaven_Rebels
	109 255 250
	dark
	5
	2
	religions { catholic 100 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Rat_Rock_Province
	legion: Rat_Rock
	Rat_Rock
	skaven
	Skaven_Rebels
	255 135 147
	dark, coastal
	5
	2
	religions { catholic 100 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Carcassone_Province
	legion: Carcassone
	Carcassone
	turks
	Ork_Rebels
	255 86 111
	dark
	5
	2
	religions { catholic 0 orthodox 0 islam 100 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Myrmidens_Province
	legion: Myrmidens
	Myrmidens
	turks
	Ork_Rebels
	255 170 96
	dark
	5
	2
	religions { catholic 0 orthodox 0 islam 100 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Blackclaw_Lair_Province
	legion: Blackclaw_Lair
	Blackclaw_Lair
	turks
	Ork_Rebels
	0 255 12
	dark, river, web
	5
	2
	religions { catholic 0 orthodox 0 islam 100 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Grom_Peak_Province
	legion: Grom_Peak
	Grom_Peak
	turks
	Ork_Rebels
	255 236 142
	dark
	5
	2
	religions { catholic 0 orthodox 0 islam 100 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Kazad_Dumund_Province
	legion: Kazad_Dumund
	Kazad_Dumund
	poland
	Chaos_Dwarfs_Rebels
	255 48 120
	norsk, mountain_province, light, coastal
	5
	2
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 90 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Huatl_Province
	legion: Huatl
	Huatl
	turks
	Ork_Rebels
	171 255 147
	dark, river
	5
	2
	religions { catholic 0 orthodox 0 islam 100 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Laaniste_Province
	legion: Laaniste
	Laaniste
	russia
	Rus_Rebels
	183 255 246
	light, river
	5
	2
	religions { catholic 0 orthodox 80 islam 0 pagan 0 heretic 0 dwarven 10 chaos 10 vampire 0 dark_elf 0 khemri 0 }
Matrek_Province
	legion: Matrek
	Matrek
	russia
	Rus_Rebels
	255 183 243
	light, river
	5
	2
	religions { catholic 20 orthodox 80 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Obregon_Province
	legion: Obregon
	Obregon
	hungary
	Wallachian_Rebels
	255 68 121
	light, web
	5
	2
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 100 dark_elf 0 khemri 0 }
Jaarpen_Province
	legion: Jaarpen
	Jaarpen
	normans
	Norse_Rebels
	255 35 68
	light, coastal
	5
	2
	religions { catholic 10 orthodox 40 islam 0 pagan 0 heretic 40 dwarven 0 chaos 10 vampire 0 dark_elf 0 khemri 0 }
Skraevold_Province
	legion: Skraevold
	Skraevold
	normans
	Norse_Rebels
	255 107 131
	norsk, light, river, coastal
	5
	2
	religions { catholic 0 orthodox 10 islam 0 pagan 0 heretic 60 dwarven 0 chaos 30 vampire 0 dark_elf 0 khemri 0 }
Karak_Azgal_Province
	legion: Karak_Azgal
	Karak_Azgal
	normans
	Norse_Rebels
	247 255 168
	norsk, light, coastal
	5
	2
	religions { catholic 40 orthodox 0 islam 0 pagan 0 heretic 60 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Morghaar_Fortress_Province
	Morghaar_Fortress
	denmark
	Norse_Rebels
	255 109 213
	norsk, light
	5
	2
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 70 dwarven 0 chaos 30 vampire 0 dark_elf 0 khemri 0 }
Foul_Fortress_Province
	legion: Foul_Fortress
	Foul_Fortress
	normans
	Norse_Rebels
	155 255 127
	norsk, light
	5
	2
	religions { catholic 20 orthodox 0 islam 0 pagan 0 heretic 80 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Finnsvik_Province
	legion: Finnsvik
	Finnsvik
	normans
	Norse_Rebels
	255 115 94
	norsk, light
	5
	2
	religions { catholic 30 orthodox 0 islam 0 pagan 0 heretic 70 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Suderholm_Province
	legion: Suderholm
	Suderholm
	normans
	Norse_Rebels
	92 63 255
	light, coastal
	5
	2
	religions { catholic 20 orthodox 0 islam 0 pagan 0 heretic 80 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Frost_Province
	legion: Frost
	Frost
	normans
	Norse_Rebels
	175 240 255
	norsk, light, river
	5
	2
	religions { catholic 30 orthodox 0 islam 0 pagan 0 heretic 70 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Skorlm_Province
	legion: Skorlm
	Skorlm
	normans
	Norse_Rebels
	255 174 81
	norsk, light, river, coastal
	5
	2
	religions { catholic 40 orthodox 0 islam 0 pagan 0 heretic 60 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Novgoborg_Province
	legion: Novgoborg
	Novgoborg
	normans
	Norse_Rebels
	99 244 255
	norsk, light, coastal
	5
	2
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 100 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Mourkain_Province
	legion: Mourkain
	Mourkain
	russia
	Rus_Rebels
	102 119 255
	light, river
	5
	2
	religions { catholic 0 orthodox 90 islam 0 pagan 0 heretic 0 dwarven 0 chaos 10 vampire 0 dark_elf 0 khemri 0 }
Karond_Kar_Province
	legion: Karond_Kar
	Karond_Kar
	normans
	Norse_Rebels
	71 255 135
	light, river
	5
	2
	religions { catholic 10 orthodox 90 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Hell_Pit_Province
	legion: Hell_Pit
	Hell_Pit
	skaven
	Skaven_Rebels
	255 208 158
	dark, river
	5
	2
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 100 vampire 0 dark_elf 0 khemri 0 }
Durfang_Province
	legion: Durfang
	Durfang
	normans
	Norse_Rebels
	255 175 158
	norsk, light
	5
	2
	religions { catholic 10 orthodox 0 islam 0 pagan 0 heretic 90 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Varag_Province
	legion: Varag
	Varag
	kalmar_union
	Border_Princes
	147 247 255
	nehekhara, light
	5
	2
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 20 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 80 }
forta_Province
	legion: forta
	forta
	portugal
	Empire_Rebels
	100 200 201
	light, river
	5
	2
	religions { catholic 10 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 80 vampire 0 dark_elf 0 khemri 0 }
El_Haikk_Province
	legion: El_Haikk
	El_Haikk
	byzantium
	Empire_Rebels
	130 131 132
	light
	5
	2
	religions { catholic 10 orthodox 0 islam 0 pagan 0 heretic 50 dwarven 0 chaos 40 vampire 0 dark_elf 0 khemri 0 }
fortf_Province
	legion: fortf
	fortf
	spain
	Empire_Rebels
	140 141 142
	light, river
	5
	2
	religions { catholic 10 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 80 vampire 0 dark_elf 0 khemri 0 }
Tor_Yvresse_Province
	legion: Tor_Yvresse
	Tor_Yvresse
	saxons
	Empire_Rebels
	181 171 161
	light, river
	5
	2
	religions { catholic 10 orthodox 0 islam 0 pagan 0 heretic 50 dwarven 0 chaos 40 vampire 0 dark_elf 0 khemri 0 }
Alenhof_Province
	legion: Alenhof
	Alenhof
	scotland
	Empire_Rebels
	121 100 90
	light, river
	5
	2
	religions { catholic 10 orthodox 0 islam 0 pagan 0 heretic 50 dwarven 0 chaos 40 vampire 0 dark_elf 0 khemri 0 }
Xlanhuapec_Province
	legion: Xlanhuapec
	Xlanhuapec
	russia
	Rus_Rebels
	22 24 25
	light, river
	5
	2
	religions { catholic 10 orthodox 0 islam 0 pagan 0 heretic 50 dwarven 0 chaos 40 vampire 0 dark_elf 0 khemri 0 }
Montfort_Province
	legion: Montfort
	Montfort
	hre
	Empire_Rebels
	123 124 125
	light
	5
	2
	religions { catholic 10 orthodox 0 islam 0 pagan 0 heretic 50 dwarven 0 chaos 40 vampire 0 dark_elf 0 khemri 0 }
Tor_Dynal_Province
	legion: Tor_Dynal
	Tor_Dynal
	russia
	Rus_Rebels
	75 76 77
	light, river
	5
	2
	religions { catholic 10 orthodox 0 islam 0 pagan 0 heretic 50 dwarven 0 chaos 40 vampire 0 dark_elf 0 khemri 0 }
Moot_Province
	legion: Moot
	Moot
	saxons
	Empire_Rebels
	225 119 119
	haifling, light, river
	5
	2
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 90 vampire 0 dark_elf 0 khemri 0 }
Quenelles_Province
	legion: Quenelles
	Quenelles
	scotland
	Empire_Rebels
	70 70 70
	light
	5
	2
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 100 vampire 0 dark_elf 0 khemri 0 }
Novareno_Province
	legion: Novareno
	Novareno
	hungary
	Wallachian_Rebels
	40 40 40
	Blood, light
	5
	2
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 100 dark_elf 0 khemri 0 }
Ruin_Province
	legion: Ruin
	Ruin
	turks
	Ork_Rebels
	20 20 20
	light
	5
	2
	religions { catholic 0 orthodox 0 islam 70 pagan 0 heretic 0 dwarven 0 chaos 30 vampire 0 dark_elf 0 khemri 0 }
Har_Ganeth_Province
	legion: Har_Ganeth
	Har_Ganeth
	normans
	Norse_Rebels
	5 9 167
	norsk, coastal, light
	5
	2
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 100 khemri 0 }
Chill_Harbor_Province
	legion: Chill_Harbor
	Chill_Harbor
	normans
	Norse_Rebels
	52 17 14
	norsk, merc, light, coastal
	5
	2
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 100 khemri 0 }
Lothern_Province
	legion: Lothern
	Lothern
	normans
	Norse_Rebels
	61 92 58
	norsk, light, river, coastal, merc
	5
	2
	religions { catholic 0 orthodox 0 islam 0 pagan 100 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
LAnguille_Province
	legion: LAnguille
	LAnguille
	papal_states
	Border_Princes
	127 127 127
	light, merc
	5
	0
	religions { catholic 1 orthodox 1 islam 1 pagan 96 heretic 1 dwarven 1 chaos 1 vampire 0 dark_elf 0 khemri 0 }
Tor_Achare_Province
	legion: Tor_Achare
	Tor_Achare
	normans
	Norse_Rebels
	120 120 120
	light, river
	5
	3
	religions { catholic 0 orthodox 20 islam 0 pagan 0 heretic 40 dwarven 0 chaos 40 vampire 0 dark_elf 0 khemri 0 }
Laurelorn_Province
	legion: Laurelorn
	Laurelorn
	sicily
	Empire_Rebels
	100 100 100
	empire, norsk, light, coastal
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 90 vampire 0 dark_elf 0 khemri 0 }
Barak_Varr_Province
	legion: Barak_Varr
	Barak_Varr
	hre
	Empire_Rebels
	66 66 62
	reik, empire_castle, empire, light
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 90 vampire 0 dark_elf 0 khemri 0 }
Lyonesse_Province
	legion: Lyonesse
	Lyonesse
	papal_states
	Empire_Rebels
	75 52 57
	merc, light, river
	5
	5
	religions { catholic 0 orthodox 90 islam 0 pagan 0 heretic 10 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Artois_Province
	legion: Artois
	Artois
	papal_states
	Empire_Rebels
	165 255 167
	reik, empire, merc, light, river
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 90 vampire 0 dark_elf 0 khemri 0 }
Altdorf_Province
	legion: Altdorf
	Altdorf
	hre
	Empire_Rebels
	24 0 255
	reik, river, jihad, empire, capital, merc, light, crusade
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 90 vampire 0 dark_elf 0 khemri 0 }
Bogenhafen_Province
	legion: Bogenhafen
	Bogenhafen
	hre
	Empire_Rebels
	140 8 8
	reik, river, empire, light
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Grunburg_Province
	legion: Grunburg
	Grunburg
	hre
	Empire_Rebels
	235 235 35
	reik, river, empire, light
	5
	4
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Greyhag_Province
	legion: Greyhag
	Greyhag
	hre
	Empire_Rebels
	100 130 120
	reik, river, empire, light
	5
	4
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 90 vampire 0 dark_elf 0 khemri 0 }
Middenstag_Province
	legion: Middenstag
	Middenstag
	scotland
	Empire_Rebels
	153 56 0
	river, empire, light
	5
	4
	religions { catholic 45 orthodox 0 islam 0 pagan 0 heretic 5 dwarven 0 chaos 50 vampire 0 dark_elf 0 khemri 0 }
Middenheim_Province
	legion: Middenheim
	Middenheim
	scotland
	Empire_Rebels
	175 170 215
	middenheim, empire, capital, merc, light, river, crusade
	5
	4
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 90 vampire 0 dark_elf 0 khemri 0 }
Senden_Province
	legion: Senden
	Senden
	scotland
	Empire_Rebels
	226 0 0
	river, empire, light
	5
	4
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Delberz_Province
	legion: Delberz
	Delberz
	scotland
	Empire_Rebels
	117 121 12
	empire, light, river
	5
	4
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Skavenblight_Province
	legion: Skavenblight
	Skavenblight
	hre
	Empire_Rebels
	0 159 133
	empire, light, river
	5
	4
	religions { catholic 25 orthodox 0 islam 0 pagan 0 heretic 65 dwarven 0 chaos 10 vampire 0 dark_elf 0 khemri 0 }
Tobaro_Province
	legion: Tobaro
	Tobaro
	hre
	Empire_Rebels
	191 124 0
	river, empire, light, river
	5
	4
	religions { catholic 25 orthodox 0 islam 0 pagan 0 heretic 65 dwarven 0 chaos 10 vampire 0 dark_elf 0 khemri 0 }
Talabheim_Province
	legion: Talabheim
	Talabheim
	spain
	Empire_Rebels
	180 0 0
	river, empire, capital, merc, light
	5
	4
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 90 vampire 0 dark_elf 0 khemri 0 }
Verezzo_Province
	legion: Verezzo
	Verezzo
	spain
	Empire_Rebels
	71 71 71
	empire, light, river
	5
	5
	religions { catholic 85 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Krugenheim_Province
	legion: Krugenheim
	Krugenheim
	spain
	Empire_Rebels
	9 109 109
	empire, light, river
	5
	4
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Volgen_Province
	legion: Volgen
	Volgen
	spain
	Empire_Rebels
	255 242 127
	empire, light, river
	5
	5
	religions { catholic 65 orthodox 0 islam 0 pagan 0 heretic 5 dwarven 0 chaos 30 vampire 0 dark_elf 0 khemri 0 }
Karak_Drazh_Province
	legion: Karak_Drazh
	Karak_Drazh
	spain
	Empire_Rebels
	155 68 121
	empire, light, river
	5
	5
	religions { catholic 10 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 75 vampire 0 dark_elf 0 khemri 0 }
Hermdorf_Province
	legion: Hermdorf
	Hermdorf
	spain
	Empire_Rebels
	25 64 134
	empire, light, river
	5
	5
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Welleborn_Province
	legion: Welleborn
	Welleborn
	hre
	Empire_Rebels
	0 24 96
	empire, light, river
	5
	4
	religions { catholic 5 orthodox 0 islam 0 pagan 0 heretic 65 dwarven 0 chaos 30 vampire 0 dark_elf 0 khemri 0 }
Hergig_Province
	legion: Hergig
	Hergig
	milan
	Empire_Rebels
	177 177 17
	river, empire, capital, merc, light
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 90 vampire 0 dark_elf 0 khemri 0 }
Heedenhof_Province
	legion: Heedenhof
	Heedenhof
	milan
	Empire_Rebels
	82 82 82
	empire, light
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Koerin_Province
	legion: Koerin
	Koerin
	milan
	Empire_Rebels
	100 100 154
	empire, light, river
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Parravon_Province
	legion: Parravon
	Parravon
	turks
	Ork_Rebels
	40 62 2
	dark
	5
	2
	religions { catholic 0 orthodox 100 islam 0 pagan 0 heretic 0 dwarven 0 chaos 0 vampire 0 dark_elf 0 khemri 0 }
Bastonne_Province
	legion: Bastonne
	Bastonne
	milan
	Empire_Rebels
	101 200 90
	empire, light
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Lashiek_Province
	legion: Lashiek
	Lashiek
	milan
	Empire_Rebels
	221 200 90
	empire, light, river
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 0 dwarven 0 chaos 100 vampire 0 dark_elf 0 khemri 0 }
Copher_Province
	legion: Copher
	Copher
	milan
	Empire_Rebels
	221 200 190
	empire, light
	5
	3
	religions { catholic 10 orthodox 0 islam 0 pagan 0 heretic 60 dwarven 0 chaos 30 vampire 0 dark_elf 0 khemri 0 }
Salzmund_Province
	legion: Salzmund
	Salzmund
	sicily
	Empire_Rebels
	220 220 105
	empire, capital, merc, light
	5
	4
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 90 vampire 0 dark_elf 0 khemri 0 }
Dietershafen_Province
	legion: Dietershafen
	Dietershafen
	sicily
	Empire_Rebels
	185 67 67
	empire, light, coastal
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Norden_Province
	legion: Norden
	Norden
	sicily
	Empire_Rebels
	94 99 196
	empire, light, coastal
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 15 dwarven 0 chaos 85 vampire 0 dark_elf 0 khemri 0 }
Trantio_Province
	legion: Trantio
	Trantio
	sicily
	Empire_Rebels
	51 36 90
	empire, light, coastal
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 20 dwarven 0 chaos 80 vampire 0 dark_elf 0 khemri 0 }
Remas_Province
	legion: Remas
	Remas
	sicily
	Empire_Rebels
	68 130 99
	empire, light
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 20 dwarven 0 chaos 80 vampire 0 dark_elf 0 khemri 0 }
Pavona_Province
	legion: Pavona
	Pavona
	sicily
	Empire_Rebels
	79 145 13
	empire, light
	5
	3
	religions { catholic 0 orthodox 0 islam 0 pagan 0 heretic 10 dwarven 0 chaos 90 vampire 0 dark_elf 0 khemri 0 }
Miragliano_Province
	legion: Miragliano
	Miragliano
	sicily
	Empire_Rebels
	53 94 58
	empire, light
	5
	3
	religions { catholic 10 orthodox 0 islam 0 pagan 0 heretic 60 dwarven 0 chaos 30 vampire 0 dark_elf 0 khemri 0 }
Wissenburg_Province
	legion: Wissenburg
	Wissenburg
	portugal
	Empire_Rebels
	214 34 164
	river, empire, light
	5
	4
